Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,1429255,-,-,-,44.37,-68.26,-5,96,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2015,1,1,0,30,0,0,0,-10,-6,1000.0,231.8,1.8,0.089
2015,1,1,1,30,0,0,0,-9,-5,1000.0,231.10000000000002,2.1,0.089
2015,1,1,2,30,0,0,0,-8,-4,1000.0,236.5,2.4000000000000004,0.089
2015,1,1,3,30,0,0,0,-7,-4,1000.0,247.3,2.6,0.089
2015,1,1,4,30,0,0,0,-8,-4,1000.0,256.5,2.5,0.089
2015,1,1,5,30,0,0,0,-8,-4,1000.0,257.40000000000003,2.3000000000000003,0.089
2015,1,1,6,30,0,0,0,-8,-4,1000.0,255.3,2.3000000000000003,0.089
2015,1,1,7,30,0,23,23,-7,-4,1000.0,258.7,2.5,0.089
2015,1,1,8,30,543,52,149,-7,-3,1000.0,264.2,2.6,0.089
2015,1,1,9,30,732,64,275,-8,-3,1000.0,269.2,2.5,0.089
2015,1,1,10,30,819,68,361,-8,-2,1000.0,272.0,2.3000000000000003,0.089
2015,1,1,11,30,849,69,396,-8,-1,1000.0,266.2,2.3000000000000003,0.089
2015,1,1,12,30,840,66,374,-8,-1,1000.0,256.40000000000003,2.4000000000000004,0.089
2015,1,1,13,30,462,93,234,-8,-1,1000.0,248.0,2.6,0.089
2015,1,1,14,30,264,72,126,-7,-1,1000.0,245.20000000000002,2.6,0.089
2015,1,1,15,30,100,27,34,-6,-1,1000.0,245.5,2.5,0.089
2015,1,1,16,30,0,0,0,-5,-1,1000.0,243.9,2.5,0.089
2015,1,1,17,30,0,0,0,-5,-1,1000.0,242.9,2.5,0.089
2015,1,1,18,30,0,0,0,-4,-1,1000.0,244.10000000000002,2.5,0.089
2015,1,1,19,30,0,0,0,-4,-1,1000.0,243.8,2.5,0.089
2015,1,1,20,30,0,0,0,-4,-1,1000.0,245.20000000000002,2.6,0.089
2015,1,1,21,30,0,0,0,-4,-1,1000.0,249.0,2.7,0.089
2015,1,1,22,30,0,0,0,-4,-1,1000.0,251.3,2.7,0.089
2015,1,1,23,30,0,0,0,-4,-1,1000.0,253.70000000000002,2.7,0.089
2015,1,2,0,30,0,0,0,-4,-1,1000.0,256.6,2.7,0.089
2015,1,2,1,30,0,0,0,-4,-1,1000.0,259.0,2.7,0.089
2015,1,2,2,30,0,0,0,-4,-1,1000.0,261.2,2.7,0.089
2015,1,2,3,30,0,0,0,-4,-1,1000.0,264.40000000000003,2.7,0.089
2015,1,2,4,30,0,0,0,-4,-1,1000.0,266.1,2.6,0.089
2015,1,2,5,30,0,0,0,-4,-1,1000.0,266.1,2.5,0.089
2015,1,2,6,30,0,0,0,-4,-1,1000.0,262.40000000000003,2.5,0.089
2015,1,2,7,30,0,14,14,-3,0,1000.0,260.40000000000003,2.6,0.089
2015,1,2,8,30,160,66,95,-3,0,1000.0,257.0,2.7,0.089
2015,1,2,9,30,679,73,269,-3,0,1000.0,258.40000000000003,3.0,0.089
2015,1,2,10,30,365,138,269,-3,0,1000.0,265.3,3.4000000000000004,0.089
2015,1,2,11,30,313,150,271,-3,0,1000.0,275.7,3.5,0.089
2015,1,2,12,30,762,85,366,-4,0,1000.0,285.1,3.5,0.089
2015,1,2,13,30,768,66,303,-5,0,1000.0,289.7,3.7,0.089
2015,1,2,14,30,678,49,190,-6,-1,1000.0,290.7,3.8000000000000003,0.089
2015,1,2,15,30,412,25,56,-7,-2,1000.0,292.2,3.9000000000000004,0.089
2015,1,2,16,30,0,0,0,-8,-2,1010.0,294.40000000000003,3.9000000000000004,0.089
2015,1,2,17,30,0,0,0,-8,-3,1010.0,295.8,3.8000000000000003,0.089
2015,1,2,18,30,0,0,0,-9,-4,1010.0,297.40000000000003,3.7,0.089
2015,1,2,19,30,0,0,0,-9,-5,1010.0,299.6,3.6,0.089
2015,1,2,20,30,0,0,0,-10,-6,1010.0,302.40000000000003,3.4000000000000004,0.089
2015,1,2,21,30,0,0,0,-10,-7,1010.0,303.1,3.2,0.089
