Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,1211418,-,-,-,40.21,-75.02,-5,93,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2009,1,1,0,30,0,0,0,-12,-6,1000.0,310.8,4.5,0.14200000000000002
2009,1,1,1,30,0,0,0,-12,-6,1000.0,312.5,4.7,0.14200000000000002
2009,1,1,2,30,0,0,0,-13,-6,1000.0,314.90000000000003,4.9,0.14200000000000002
2009,1,1,3,30,0,0,0,-13,-6,1000.0,316.6,4.9,0.14200000000000002
2009,1,1,4,30,0,0,0,-13,-7,1000.0,317.5,4.7,0.14200000000000002
2009,1,1,5,30,0,0,0,-14,-7,1010.0,319.6,4.4,0.14200000000000002
2009,1,1,6,30,0,0,0,-14,-8,1010.0,323.3,4.0,0.14200000000000002
2009,1,1,7,30,0,0,0,-14,-7,1010.0,323.6,3.8000000000000003,0.14200000000000002
2009,1,1,8,30,656,41,150,-14,-6,1010.0,321.90000000000003,3.9000000000000004,0.14200000000000002
2009,1,1,9,30,828,55,303,-14,-5,1010.0,320.6,3.8000000000000003,0.14200000000000002
2009,1,1,10,30,902,63,418,-13,-4,1010.0,318.70000000000005,3.7,0.14200000000000002
2009,1,1,11,30,927,67,479,-13,-3,1010.0,315.3,3.6,0.14200000000000002
2009,1,1,12,30,922,69,481,-13,-2,1010.0,312.40000000000003,3.4000000000000004,0.14200000000000002
2009,1,1,13,30,896,63,424,-12,-2,1010.0,310.1,3.1,0.14200000000000002
2009,1,1,14,30,828,55,315,-12,-2,1010.0,307.20000000000005,2.7,0.14200000000000002
2009,1,1,15,30,679,41,168,-11,-3,1010.0,305.5,1.9000000000000001,0.14200000000000002
